chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
872,today was the negative day for my sugar-free. I feel so worst about it.,"['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'worst', '.']","['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
873,i happy my fit session today! It really made a difference in my wellness!,"['happy', 'fit', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']","['happy', 'fit', 'session', 'today', '!', 'really', 'made', 'difference', 'wellness', '!']",Positive,1,0,Positive
874,today was the horrible day for my hydration. I feel so poor about it.,"['today', 'horrible', 'day', 'hydration', '.', 'feel', 'poor', '.']","['today', 'horrible', 'day', 'hydration', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
875,today was the poor day for my vegan. I feel so hate about it.,"['today', 'poor', 'day', 'vegan', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'vegan', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
876,today was the negative day for my hydration. I feel so poor about it.,"['today', 'negative', 'day', 'hydration', '.', 'feel', 'poor', '.']","['today', 'negative', 'day', 'hydration', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
877,i love my micronutrients session today! It really made a difference in my motivation!,"['love', 'micronutrients', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']","['love', 'micronutrients', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']",Positive,1,0,Positive
878,today was the disappointing day for my processed foods. I feel so horrible about it.,"['today', 'disappointing', 'day', 'processed', 'foods', '.', 'feel', 'horrible', '.']","['today', 'disappointing', 'day', 'processed', 'foods', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
879,today was the hate day for my portion sizes. I feel so sad about it.,"['today', 'hate', 'day', 'portion', 'sizes', '.', 'feel', 'sad', '.']","['today', 'hate', 'day', 'portion', 'sizes', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
880,today was the poor day for my micronutrients. I feel so hate about it.,"['today', 'poor', 'day', 'micronutrients', '.', 'feel', 'hate', '.']","['today', 'poor', 'day', 'micronutrients', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
881,i amazing my portion sizes session today!,"['amazing', 'portion', 'sizes', 'session', 'today', '!']","['amazing', 'portion', 'sizes', 'session', 'today', '!']",Positive,1,0,Positive
882,i happy my vegan session today! It really made a difference in my cardio!,"['happy', 'vegan', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']","['happy', 'vegan', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']",Positive,1,0,Positive
883,i amazing my calories session today! It really made a difference in my stamina!,"['amazing', 'calories', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']","['amazing', 'calories', 'session', 'today', '!', 'really', 'made', 'difference', 'stamina', '!']",Positive,1,0,Positive
884,today was the negative day for my sugar-free. I feel so sad about it.,"['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'sugar-free', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
885,today was the poor day for my nutrition labels. I feel so poor about it.,"['today', 'poor', 'day', 'nutrition', 'labels', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'nutrition', 'labels', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
886,i excellent my low-fat session today! It really made a difference in my squat!,"['excellent', 'low-fat', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']","['excellent', 'low-fat', 'session', 'today', '!', 'really', 'made', 'difference', 'squat', '!']",Positive,1,0,Positive
887,i positive my stamina session today! It really made a difference in my muscle!,"['positive', 'stamina', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']","['positive', 'stamina', 'session', 'today', '!', 'really', 'made', 'difference', 'muscle', '!']",Positive,1,0,Positive
888,i love my active lifestyle session today!,"['love', 'active', 'lifestyle', 'session', 'today', '!']","['love', 'active', 'lifestyle', 'session', 'today', '!']",Positive,1,0,Positive
889,i love my keto session today! It really made a difference in my personal trainer!,"['love', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']","['love', 'keto', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']",Positive,1,0,Positive
890,i great my minerals session today! It really made a difference in my cardio!,"['great', 'minerals', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']","['great', 'minerals', 'session', 'today', '!', 'really', 'made', 'difference', 'cardio', '!']",Positive,1,0,Positive
891,today was the negative day for my core. I feel so poor about it.,"['today', 'negative', 'day', 'core', '.', 'feel', 'poor', '.']","['today', 'negative', 'day', 'core', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
892,i happy my low-carb session today!,"['happy', 'low-carb', 'session', 'today', '!']","['happy', 'low-carb', 'session', 'today', '!']",Positive,1,0,Positive
893,i great my weight loss session today! It really made a difference in my plank!,"['great', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']","['great', 'weight', 'loss', 'session', 'today', '!', 'really', 'made', 'difference', 'plank', '!']",Positive,1,0,Positive
894,today was the poor day for my resistance training. I feel so sad about it.,"['today', 'poor', 'day', 'resistance', 'training', '.', 'feel', 'sad', '.']","['today', 'poor', 'day', 'resistance', 'training', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
895,today was the poor day for my weight loss. I feel so horrible about it.,"['today', 'poor', 'day', 'weight', 'loss', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'weight', 'loss', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
896,i amazing my wellness session today!,"['amazing', 'wellness', 'session', 'today', '!']","['amazing', 'wellness', 'session', 'today', '!']",Positive,1,0,Positive
897,i amazing my fit session today!,"['amazing', 'fit', 'session', 'today', '!']","['amazing', 'fit', 'session', 'today', '!']",Positive,1,0,Positive
898,i positive my weight loss session today!,"['positive', 'weight', 'loss', 'session', 'today', '!']","['positive', 'weight', 'loss', 'session', 'today', '!']",Positive,1,0,Positive
899,today was the hate day for my balanced diet. I feel so worst about it.,"['today', 'hate', 'day', 'balanced', 'diet', '.', 'feel', 'worst', '.']","['today', 'hate', 'day', 'balanced', 'diet', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
900,today was the bad day for my motivation. I feel so hate about it.,"['today', 'bad', 'day', 'motivation', '.', 'feel', 'hate', '.']","['today', 'bad', 'day', 'motivation', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
901,today was the negative day for my motivation. I feel so disappointing about it.,"['today', 'negative', 'day', 'motivation', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'motivation', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
902,today was the hate day for my personal trainer. I feel so poor about it.,"['today', 'hate', 'day', 'personal', 'trainer', '.', 'feel', 'poor', '.']","['today', 'hate', 'day', 'personal', 'trainer', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
903,i fantastic my yoga session today!,"['fantastic', 'yoga', 'session', 'today', '!']","['fantastic', 'yoga', 'session', 'today', '!']",Positive,1,0,Positive
904,i excellent my health session today!,"['excellent', 'health', 'session', 'today', '!']","['excellent', 'health', 'session', 'today', '!']",Positive,1,0,Positive
905,i excellent my gluten-free session today!,"['excellent', 'gluten-free', 'session', 'today', '!']","['excellent', 'gluten-free', 'session', 'today', '!']",Positive,1,0,Positive
906,today was the horrible day for my portion sizes. I feel so horrible about it.,"['today', 'horrible', 'day', 'portion', 'sizes', '.', 'feel', 'horrible', '.']","['today', 'horrible', 'day', 'portion', 'sizes', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
907,i happy my diet session today!,"['happy', 'diet', 'session', 'today', '!']","['happy', 'diet', 'session', 'today', '!']",Positive,1,0,Positive
908,today was the sad day for my pilates. I feel so sad about it.,"['today', 'sad', 'day', 'pilates', '.', 'feel', 'sad', '.']","['today', 'sad', 'day', 'pilates', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
909,i amazing my healthy snacks session today! It really made a difference in my powerlifting!,"['amazing', 'healthy', 'snacks', 'session', 'today', '!', 'really', 'made', 'difference', 'powerlifting', '!']","['amazing', 'healthy', 'snacks', 'session', 'today', '!', 'really', 'made', 'difference', 'powerlifting', '!']",Positive,1,0,Positive
910,i excellent my detox session today! It really made a difference in my stretching!,"['excellent', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']","['excellent', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'stretching', '!']",Positive,1,0,Positive
911,i happy my yoga session today!,"['happy', 'yoga', 'session', 'today', '!']","['happy', 'yoga', 'session', 'today', '!']",Positive,1,0,Positive
912,i good my fat loss session today!,"['good', 'fat', 'loss', 'session', 'today', '!']","['good', 'fat', 'loss', 'session', 'today', '!']",Positive,1,0,Positive
913,today was the disappointing day for my calories. I feel so bad about it.,"['today', 'disappointing', 'day', 'calories', '.', 'feel', 'bad', '.']","['today', 'disappointing', 'day', 'calories', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
914,i fantastic my vegetarian session today! It really made a difference in my exercise!,"['fantastic', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']","['fantastic', 'vegetarian', 'session', 'today', '!', 'really', 'made', 'difference', 'exercise', '!']",Positive,1,0,Positive
915,i positive my Mediterranean diet session today!,"['positive', 'mediterranean', 'diet', 'session', 'today', '!']","['positive', 'mediterranean', 'diet', 'session', 'today', '!']",Positive,1,0,Positive
916,today was the negative day for my fat loss. I feel so disappointing about it.,"['today', 'negative', 'day', 'fat', 'loss', '.', 'feel', 'disappointing', '.']","['today', 'negative', 'day', 'fat', 'loss', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
917,today was the sad day for my health. I feel so bad about it.,"['today', 'sad', 'day', 'health', '.', 'feel', 'bad', '.']","['today', 'sad', 'day', 'health', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
918,today was the worst day for my superfoods. I feel so bad about it.,"['today', 'worst', 'day', 'superfoods', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'superfoods', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
919,today was the bad day for my flexibility. I feel so sad about it.,"['today', 'bad', 'day', 'flexibility', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'flexibility', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
920,today was the sad day for my fit. I feel so hate about it.,"['today', 'sad', 'day', 'fit', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'fit', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
921,today was the horrible day for my minerals. I feel so horrible about it.,"['today', 'horrible', 'day', 'minerals', '.', 'feel', 'horrible', '.']","['today', 'horrible', 'day', 'minerals', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
922,today was the bad day for my stamina. I feel so horrible about it.,"['today', 'bad', 'day', 'stamina', '.', 'feel', 'horrible', '.']","['today', 'bad', 'day', 'stamina', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
923,today was the horrible day for my push-up. I feel so bad about it.,"['today', 'horrible', 'day', 'push-up', '.', 'feel', 'bad', '.']","['today', 'horrible', 'day', 'push-up', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
924,i positive my core session today! It really made a difference in my strength!,"['positive', 'core', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']","['positive', 'core', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']",Positive,1,0,Positive
925,i amazing my gym session today!,"['amazing', 'gym', 'session', 'today', '!']","['amazing', 'gym', 'session', 'today', '!']",Positive,1,0,Positive
926,i great my superfoods session today!,"['great', 'superfoods', 'session', 'today', '!']","['great', 'superfoods', 'session', 'today', '!']",Positive,1,0,Positive
927,i positive my gluten-free session today! It really made a difference in my running!,"['positive', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']","['positive', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']",Positive,1,0,Positive
928,today was the disappointing day for my cycling. I feel so hate about it.,"['today', 'disappointing', 'day', 'cycling', '.', 'feel', 'hate', '.']","['today', 'disappointing', 'day', 'cycling', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
929,i excellent my aerobics session today! It really made a difference in my yoga!,"['excellent', 'aerobics', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']","['excellent', 'aerobics', 'session', 'today', '!', 'really', 'made', 'difference', 'yoga', '!']",Positive,1,0,Positive
930,today was the sad day for my vitamins. I feel so sad about it.,"['today', 'sad', 'day', 'vitamins', '.', 'feel', 'sad', '.']","['today', 'sad', 'day', 'vitamins', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
